default,Identifier,Remarks,Filter,eng enc ena enz eni ens enj enb enl ent enw,cs,da,de,el,eo,es,esm esn esg esc esa esd esv eso esr ess esf esl esy esz esb ese esh esi esu,fi,fr,hu,it,jp,ko,nl,no nb,pl,pt,ptg,ro,ru,sr,sv,tr
Yellow Credit Card Required,YELLOW CREDIT CARD REQUIRED,,,,Vyžadována žlutá kreditka,Gult kreditkort påkrævet,Gelbe Kreditkarte benötigt,,,Se requiere tarjeta de crédito amarilla,,Keltainen luottokortti vaaditaan,Il faut une carte de crédit jaune,Sárga Kredit Kártya Szükséges!,Carta di credito gialla richiesta,,,Gele kredietkaart vereist,Gult kredittkort kreves,Potrzebna Żółta Karta Kredytowa,Requer Cartão de Crédito Amarelo,,Card de Credit Galben Necesar,Требуется жёлтая кредитная карта,,Gult kreditkort krävs,Sarı Kredi Kartı Gerekli
Protective Sandles ON,PROTECTIVE SANDLES ON,,,,Ochranné sandály ZAP,Beskyttende sandaler TIL,Sandalen an,,,Sandalias protectoras ACTIVADAS,,Suojaavat sandaalit käytössä,Sandales protectrices ON,Védő Szandál BE,Sandali protettivi attivati,,,Beschermende sandalen AAN,Beskyttende sandaler PÅ,Ochronne Sandały Włączone,Chinelos de Proteção Ativados,,Sandale Protectoare ACTIVATE,Защитные сандалии НАДЕТЫ,,Skyddande sandlar PÅ,Koruyucu Kolluklar AÇIK
Snorkle ON,SNORKLE ON,,,,Šnorchl ZAP,Snorkel TIL,Schnorchel an,,,Esnórquel ACTIVADO,,Snorkkeli käytössä,Tuba ON,Vizipipa BE,Boccaglio in uso,,,Snorkel AAN,Snorkel PÅ,Rurka do Nurkowania Włączona,Esnórquel Ativado,,Mască de scufundări ACTIVATĂ,Дыхательная трубка НАДЕТА,,Snorkel PÅ,Şnorkel AÇIK
Ammo For Voodoo Ring!,AMMO FOR VOODOO RING!,,,,Munice pro voodoo prsten!,Munition til voodoo ring!,Munition für Voodooring,,,¡Munición para Anillo Vudú!,,Voimaa voodoosormukselle!,Munitions Anneau Vaudou!,Muníció Voodoo Gyűrűhöz!,Munizioni per l'Anello Voodoo!,,,Munitie voor Voodoo Ring!,Ammunisjon til Voodoo-ring!,Amunicja do Pierścienia Voodoo!,Munição para Anel Vudu!,,Muniție pentru Inelul Voodoo!,Боеприпасы кольца Вуду!,,Ammunition för voodoo ring!,Voodoo Yüzüğü İçin Cephane!
Conchanator Weapon,CONCHANATOR WEAPON,,,,Lasturátor,Conchanator-våben,Conchanatorwaffe,,,Arma Conchaneitor,,Näkinkankiase,Conchanator,Kagylónátor,Arma del Conchigliatore,,,Conchanator Wapen,Conchanator-våpen,Muszlonator,Arma Conchanadora,,Conchanator,Оружие конханатора,,Conchanator-vapen,Conchanator Silahı
Sunglasses,SUNGLASSES,,,,Sluneční brýle,Solbriller,Sonnenbrille,,Sunokulvitroj,Gafas de sol,,Aurinkolasit,Lunettes de Soleil,Napszemüveg,Occhiali da sole,,,Zonnebril,Solbriller,Okulary Przeciwsłoneczne,Óculos de Sol,,Ochelari de Soare,Солнечные очки,,Solglasögon,Güneş Gözlüğü
This Party Is Over Nukem,THIS PARTY IS OVER NUKEM,,,,"Tahle párty skončila, Nukeme",Denne fest er slut Nukem,"Die Party ist vorbei, Nukem",,"Ĉi Tiu Festo Finiĝas, Nukem","Se acabó la fiesta, Nukem",,"Bileet ohi, Nukem","La fête est finie, Nukem!",Vége a Bulinak Nukem,Questa festa è finita Nukem,,,Dit feest is voorbij Nukem,Denne festen er over Nukem,Koniec Imprezy Nukem!,"Esta festa acabou, Nukem",,Petrecerea s-a Terminat Nukem,"Вечеринка окончена, Нюкем",,Den här festen är över Nukem,Bu Parti Bitti Nukem
Got Used Suntan Lotion,GOT USED SUNTAN LOTION,,,,Nalezen použitý opalovací krém,Har brugt solcreme,Gebrauchte Sonnenmilch,,Akiris Uzitan Sunbankremon,Recibido loción de bronceado usada,,Avattu aurinkovoide otettu,Crême Solaire usée,Bekented Magad Napolajjal,Lozione abbronzante utilizzata,,,Gebruikte zonnebrandcrème,Fikk brukt solkrem,Użyto Balsamu do Opalania,Pegou Bronzeador Usado,,Ridicat Cremă de Soare Folosită,Нанесён крем для загара,,Har använt solbränna,Kullanılmış Güneş Losyonu Var
Sunglasses ON,SUNGLASSES ON,,,,Sluneční brýle ZAP,Solbriller TIL,Sonnenbrille aufgesetzt,,Sunokulvitroj ŜALTITA,Gafas de sol ACTIVADAS,,Aurinkolasit käytössä,Lunettes ON,Napszemüveg FEL,Occhiali da sole indossati,,,Zonnebril AAN,Solbriller PÅ,Okulary Włączone,Óculos de Sol Ativado,,Ochelari de Soare ACTIVAȚI,Солнечные очки НАДЕТЫ,,Solglasögon PÅ,Güneş Gözlüğü AÇIK
Sunglasses OFF,SUNGLASSES OFF,,,,Sluneční brýle VYP,Solbriller FRA,Sonnenbrille abfesetzt,,Sunokulvitroj MALŜALTITA,Gafas de sol DESACTIVADAS,,Aurinkolasit pois käytöstä,Lunettes OFF,Napszemüveg LE,Occhiali da sole tolti,,,Zonnebril UIT,Solbriller AV,Okulary Wyłączone,Óculos de Sol Desativado,,Ochelari de Soare DEZACTIVAȚI,Солнечные очки СНЯТЫ,,Solglasögon AV,Güneş Gözlüğü KAPALI
,,"Episodes, Skills, Maps",,,,,,,,,,,,,,,,,,,,,,,,,
L.A. Meltdown,L.A. MELTDOWN,,,,Panika v L.A.,LA nedsmeltning,Chaos in L.A.,,Kaoso en L.A.,Colapso en L.A.,,Losin romahdus,L.A en Fusion,L.A. Összeomlása,Devastazione a L.A.,ロサンゼルス・メルトダウン,,L.A. Meltdown,L.A. Nedsmelting,Zmierzch L.A.,Confronto em L.A.,,Topirea L.A.,Разборка в Лос-Анджелесе,,L.A. Nedsmältning,L.A Erimesi
Lunar Apocalypse,LUNAR APOCALYPSE,,,,Měsíční apokalypsa,Månens apokalypse,Mond-Apokalypse,,Luna Apokalipso,Apocalipsis Lunar,,Kuunloppu,Apocalypse Lunaire,Lunáris Apokalipszis,Apocalisse Lunare,ルナ・アポカリプス,,Maan Apocalyps,Månens apokalypse,Księżycokalipsa,Apocalipse Lunar,,Apocalipsa Selenară,Лунный апокалипсис,,Månens apokalyps,Ay Kıyameti
Shrapnel City,SHRAPNEL CITY,,,,Šrapnelové město,Splinterby,Schrapnell-City,,Ŝrapnel-Urbo,Ciudad Metralla,,Sirpalekaupunki,,Srapnel Város,Città Di Piombo,シュラプネル・シティ,,Schervenstad,Splintbyen,Miasto Szrapneli,Cidade do Estilhaço,,Orașul Schijelor,Шрапнель-Сити,,Splitterstaden,Şarapnel Şehri
The Birth,THE BIRTH,,,,Zrození,Fødslen,Die Geburt,,La Naskiĝo ,El Nacimiento,,Synty,La Naissance,A Születés,La Nascita,誕生,,De Geboorte,Fødselen,Narodziny,O Nascimento,,Nașterea,Рождение,,Födelsen,Doğum
Alien World Order,#Episode5Name,,,,Vetřelecký světový řád,Fremmed verdensorden,Außerirdische Weltordnung,,Eksterterana Mondordono,Orden Mundial Alienígena,,Muukalaisten maailmanjärjestys,Domination Extra-Terrestre,Új Űrlény Világrend,Ordine Del Mondo Alieno,宇宙人の世界秩序,,Vreemde Wereld Orde,Fremmed verdensorden,Kosmiczny Porządek,Ordem Mundial Alienígena,,Noul Ordin Extraterestru,Инопланетный строй,,Utomjordisk världsordning,Uzaylı Dünya Düzeni
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piece Of Cake,PIECE OF CAKE,,,,Pohodička,Barneleg,Kinderspiel,,Peco Da Kuko,Pan Comido,,Helppo nakki,À l'aise,Gyerekjáték,Gioco Da Ragazzi,どうってことねえ,,Piece Of Cake,Barnas spill,Bułka z Masłem,Moleza,,Floare la Ureche,Раз плюнуть,,Mycket lätt,Pasta Parçası
Let's Rock,LET'S ROCK,,,,Jdem na to,Tid til handling,Zeit für Action,,Ni Mojosiĝu,Dale Caña,,Antaa palaa,Ça va chauffer,Durr Bele,Diamoci Dentro,やってやろうぜ,,Laten we rocken,Tid for action,Dajmy Czadu,Detonando,,Să-i dăm Drumul,Сейчас повеселимся,,Låt oss rocka,Hadi Rock Yapalım
Come Get Some,COME GET SOME,,,,Pojďte si pro mě,Nu sætter det noget,Jetzt setzt es was,,Venu Por Batali,Venid A Por Mí,,Täältä pesee,Viens prendre ta raclée,Adok Én Nektek,Venite a Prenderle,かかってきやがれ,,Kom wat krijgen,Nå er det å satse noe,Żryj to,Pode Vir,,Ia De-Aici,Выкуси,,Kom och få lite,Gelin Biraz Alın
Damn I'm Good,DAMN I'M GOOD,,,,Jsem sakra dobrej,Jeg har det forbandet godt,Bin verdammt gut,,"Ho, Mi Lertas",Soy el Puto Amo,,Hitto oon hyvä,"Putain, Je suis trop fort",Istenem De Jó Vagyok,Sono Troppo Forte,さすが俺様だぜ,,Verdomme ik ben goed,Jeg er jævlig god,Niezły Jestem,Sou Demais,,Mamă ce Bun Sunt,Да я круче всех,,Fan jag är bra,"Kahretsin, ben iyiyim."
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollywood Holocaust,HOLLYWOOD HOLOCAUST,,,,Hollywoodský masakr,,Hollywood-Massenvernichtung,,Holokaŭsto de Holivudo,Holocausto Hollywoodiense,,Hollywood-holokausti,Holocauste À Hollywood,Hollywood Holokauszt,Olocausto a Hollywood,ハリウッド・ホロコースト,,,,Holocaust w Hollywood,Holocausto em Hollywood,,Dezastru la Hollywood,Голливудский холокост,,Hollywood Holocaust,Hollywood Holokostu
Red Light District,RED LIGHT DISTRICT,,,,Čtvrť červených luceren,Rødt Lys Distrikt,Rotlichtbezirk,,Ruĝluma Distrikto,Distrito Rojo,,Punaisten lyhtyjen alue,Quartier Chaud,Piros Lámpás Negyed,Distretto a Luci Rosse,赤線地区,,Wallen,Røde lys-distriktet,Czerwona Dzielnica,Distrito da Luz Vermelha,,Districtul Luminilor Roșii,Район красных фонарей,,Rött ljusdistrikt,Kırmızı Fener Bölgesi
Death Row,DEATH ROW,,,,Cela smrti,Dødsgangen,Todestrakt,,Mortovico,Corredor de la Muerte,,Teloitushuone,Couloir de la Mort,Halálsoron,Braccio Della Morte,死刑囚監房,,Dodencellen,Dødsgangen,Cela Śmierci,Corredor da Morte,,Culoarul Morții,Камеры смертников,,Dödslängan,Ölüm Sırası
Toxic Dump,TOXIC DUMP,,,,Toxická skládka,Giftig losseplads,Giftmüllhalde,,Toksa Rubejo,Vertedero Tóxico,,Ongelmajätelaitos,Décharge Toxique,Mérgező Anyag Lerakó,Discarica Tossica,有害ごみ置き場,,Giftige stortplaats,Giftig søppelfylling,Toksyczne Wysypisko,Lixo Tóxico,,Groapa de Deșeuri,Токсичные отходы,,Giftig soptipp,Zehirli Çöplük
The Abyss,THE ABYSS,,,,Propast,Afgrunden,Der Abgrund,,La Abismo,El Abismo,,Syvyys,L'Abysse,A Szakadék,L'Abisso,奈落の底,,De Afgrond,Avgrunnen,Otchłań,O Abismo,,Abisul,Бездна,,Avgrunden,Uçurum
Launch Facility,LAUNCH FACILITY,,,,Odpalovací středisko,Affyringsanlæg,Raketenanlage,,Lanĉa Instalaĵo,Instalación de Lanzamiento,,Laukaisulaitos,Le Pas de Tir,Kilövő Állomás,Piattaforma di Lancio,打ち上げ施設,,Lanceerinrichting,Lanseringsanlegg,Centrum Rakietowe,Base de Lançamento,,Stația de Lansare,Стартовый комплекс,,Uppskjutningsanläggning,Fırlatma Tesisi
Faces Of Death,FACES OF DEATH,1978 film title,,,Tváře smrti,Dødens ansigter,Gesichter des Todes,,Vizaĝoj de Morto,Rostros de Muerte,,Kuoleman kasvot,Visages de la Mort,A Halál 1000 Arca,I Volti della Morte,死者達の顔,,Gezichten van de dood,Dødens ansikter,Oblicza Śmierci,Faces da Morte,,Fețele Morții,Лики смерти,,Dödens ansikten,Ölümün Yüzleri
User Map,USER MAP,,,,Uživatelská mapa,Brugerkort,Benutzerkarte,,Uzanta Mapo,Mapa de Usuario,,Oma taso,Carte Joueur,Egyéni Pálya,Mappe esterne,ユーザーマップ,,Gebruikers Kaart,Brukerkart,Mapa Użytkownika,Mapa de Usuário,,Hartă Utilizatori,Карта пользователя,,Användarkarta,Kullanıcı Haritası
Void Zone,VOID ZONE,,,,Oblast ničeho,Tomrumszone,Zone der Leere,,Vaka Zono,Zona de Vacío,,Tyhjiöalue,Zone Néant,Űr Zóna,Il Vuoto,ボイドゾーン,,Leegte zone,Tom sone,Próżnia,Zona Morta,,Zona Vidului,Вакуум,,Tomrummet,Boşluk Bölgesi
Roach Condo,ROACH CONDO,,,,Dům švábů,Kakerlaklejlighed,Kakerlakenbude,,Domo de Blato,Piso de Cucarachas,,Torakka-asuntola,Hôtel à Cafards,Csótány Fészek,Condominio per Blatte,ゴキブリ・マンション,,Voorn Condo,Kakerlakk leilighet,Dom Karaluchów,Apê Pulguento,,Complexul Gândacilor,Квартира с тараканами,,Kakor Condo,Hamam böceği 
Antiprofit,ANTIPROFIT,songname?,,,Protivýdělek,Antiprofit,Antiprofit,,Antiprofito,Antibeneficio,,Antituotto,Anti-Profit,,Antiprofitto,反営利,,Anti-winst,Antiprofit,Anty-zysk,Antilucro,,,Невыгодное положение,,Antiprofit,Kar amacı gütmeyen
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaceport,SPACEPORT,,,,Kosmodrom,Rumhavn,Raumhafen,,Kosmohaveno,Cosmódromo,,Avaruustelakka,Spatioport,Űrállomás,Spazioporto,スペースポート,,Ruimtehaven,Romhavn,Port Kosmiczny,Espaçoporto,,Portul Spațial,Космопорт,,Rymdflygplats,Uzay limanı
Incubator,INCUBATOR,,,,Inkubátor,Inkubator,Brutapparat,,Inkubatoro,Incubadora,,Hautomo,Incubateur,Inkubátor,Incubatrice,インキュベーター,,Broedmachine,Inkubator,Wylęgarka,Incubador,,,Инкубатор,,Inkubator,İnkübatör
Warp Factor,WARP FACTOR,star trek reference?,,,Warp faktor,Warp-faktor,Warp-Faktor,,Varpofaktoro,Factor de Curvatura,,Poimutekijä,Facteur Warp,Görbületi Faktor,Propulsione a Curvatura,ワープファクター,,,Warp-faktor,Współczynnik Warp,Fator de Dobra,,Factorul Deviere,Фактор деформации,,Warpfaktor,Warp Faktörü
Fusion Station,FUSION STATION,,,,Fúzní stanice,Fusionsstation,Fusionsstation,,Fuzistacio,Central de Fusión,,Fuusiolaitos,Poste de Fusion,Fúziós Állomás,Stazione di Fusione,フュージョン・ステーション,,Fusie Station,Fusjonsstasjon,Stacja Fuzji,Estação de Fusão,,Reactorul de Fuziune,Термоядерная станция,,Fusionsstation,Füzyon İstasyonu
Occupied Territory,OCCUPIED TERRITORY,,,,Okupované území,Besat område,Besatzungsgebiet,,Okupita Teritorio,Territorio Ocupado,,Vallattu alue,Territoire Occupé,Befoglalt Tartomány,Territorio Occupato,占領地,,Bezet gebied,Okkupert territorium,Podbite Terytorium,Território Ocupado,,Teritoriu Ocupat,Захваченная территория,,Ockuperat territorium,İşgal Altındaki Topraklar
Tiberius Station,TIBERIUS STATION,,,,Stanice Tiberius,Tiberius-stationen,Tiberius-Station,,Stacio de Tiberus,Estación de Tiberio,,Tiberius-asema,Station Tiberius,Tibérius Állomás,Stazione Tiberius,チベリウス・ステーション,,Tiberius Station,Tiberius-stasjonen,Stacja Tyberius,Estação Tiberius,,Stația Tiberius,Станция тиберия,,Tiberius-stationen,Tiberius İstasyonu
Lunar Reactor,LUNAR REACTOR,,,,Měsíční reaktor,Månens reaktor,Mondreaktor,,Luna Reaktoro,Reactor Lunar,,Kuureaktori,Réacteur Lunaire,Lunáris Reaktor,Reattore Lunare,ルナ・リアクター,,Maanreactor,Månereaktor,Księżycowy Reaktor,Reator Lunar,,Reactorul Selenar,Лунный реактор,,Månreaktor,Ay Reaktörü
Dark Side,DARK SIDE,,,,Odvrácená strana,Den mørke side,Die Dunkle Seite,,Maluma Flanko,Lado Oscuro,,Pimeä puoli,Face Cachée,Sötét Oldal,Faccia Oscura,ダークサイド,,Donkere kant,Den mørke siden,Ciemna Strona,Lado Escuro,,Zona Întunecată,Тёмная сторона,,Den mörka sidan,Karanlık Taraf
Overlord,OVERLORD,,,,Vládce,Overherre,Überfürst,,Reganto,Cacique,,Yliherra,Seigneur Suprême,Feljebbvaló,Overlord,オーバーロード,,Opperheer,Overherre,Suweren,Soberano,,Supralordul,Владыка,,Överherre,Derebeyi
Spin Cycle,SPIN CYCLE,,,,Otáčka,Cyklus af spin,Schleudergang,,Turniĝa Ciklo,Ciclo de Centrifugado,,Kiertojakso,Cycle Giratoire,Centrifugális Erő,Ciclo Rotante,スピンサイクル,,Draaicyclus,Spin Cycle,Cykl Obrotu,Ciclo de Centrifugação,,Ciclu de Rotație,Цикл вращения,,Snurrcykel,Sıkma Döngüsü
Lunatic Fringe,LUNATIC FRINGE,,,,Pokraj šílenství,Lunatisk rand,Am Rande Des Wahnsinns,,Lunatika Rando,Fleco Lunático,,Kuuhulluuden partaalla,Mal Luné,Szélsőségek Szélek,Margini Lunatici,ルナティック・フリンジ,,Lunatic Fringe,Lunatic Fringe,Księżycowe Szaleństwo,Fronteira Lunática,,Marginea Lunii,Лунная грань,,Lunatic Fringe,Lunatic Fringe
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Meat,RAW MEAT,,,,Syrové maso,Råt kød,Rohes Fleisch,,Kruda Viando,Carne Cruda,,Raakaa lihaa,Viande Crue,Színhús,Carne Cruda,生肉,,Rauw vlees,Rått kjøtt,Samo Mięcho,Carne Crua,,Carne Crudă,Сырое мясо,,Rått kött,Çiğ Et
Bank Roll,BANK ROLL,,,,Jmění,Bankrulle,Geldbündel,,Monprovizo,Fajo de Billetes,,Tukku rahaa,Cagnotte,KP Kivét,Conto in Banca,バンク・ロール,,Bankrol,Bank rulle,Skok na Kasę,Grana Alta,,Banca,Банк,,Bankrullning,Banka Rulosu
Flood Zone,FLOOD ZONE,,,,Zaplavená oblast,Oversvømmelseszone,Überflutungsgebiet,,Inunda Zono,Zona de Inundación,,Tulva-alue,Zone Inondable,Árvíz Övezet,Zona alluvionale,洪水ゾーン,,Vloedzone,Flomsone,Powódź,Zona de Inundação,,Zona Inundată,Затопленная местность,,Översvämningszon,Taşkın Bölgesi
L.A. Rumble,L.A. RUMBLE,,,,Rvačka v L.A.,L.A. Rummel,Zoff In L.A.,,Bruegado en L.A.,Pelea en L.A.,,Losin ryminä,Séisme à L.A.,L.A. Morajlás,Rimbombando a L.A.,ロサンゼルス・ランブル,,L.A. Rommel,L.A. Bråk,Rzeź w L.A.,Revolta em L.A.,,Vuiet în L.A.,Переполох в Лос-Анджелесе,,L.A. Rumble,L.A. Gümbürtüsü
Movie Set,MOVIE SET,,,,Filmové studio,Film set,Filmset,,Filmejo,Escenario de Película,,Kuvauspaikalla,Plateau De Cinéma,Film Díszlet,Set Cinematografico,映画のセット,,Filmset,Filmsett,Plan Filmowy,Estúdio de Filmagem,,Platoul de Filmare,Съёмочная площадка,,Filminspelning,Film Seti
Rabid Transit,RABID TRANSIT,,,,Vzteklá jízda,Vild Tur,Wilder Ritt,,Rabia Transito,Transporte Rabioso,,Joukkohulluliikenne,Transit Enragé,Féktelen Átszálló,Transito Rabbioso,過激なトランジット,,Rabid Transit,Rasende transitt,Szybka Jazda,Condução Precária,,Transport cu Rabie,Безумная поездочка,,Rasande transitering,Kuduz Transit
Fahrenheit,FAHRENHEIT,,,,,,,,Farenhajto,,,,,,,ファーレンハイト,,Fahrenheit,,,,,,Фаренгейт,,,Fahrenheit
Hotel Hell,HOTEL HELL,,,,Peklo v hotelu,Helvede på hotel,Höllenhotel,,Hotela Infero,Hotel Infierno,,Hiiden tähden hotelli,Hotel d'enfer,Pokoli Hotel,Hotel Inferno,地獄ホテル,,Hotel Hel,Hotel Helvete,Piekielny Hotel,Hotel Inferno,,Hotelul Infernal,Адский отель,,Hotell Helvete,Cehennem Oteli
Stadium,STADIUM,,,,Stadion,Stadion,Stadion,,Stadiono,Estadio,,Stadion,Stade,Stadion,Stadio,スタジアム,,Stadion,Stadion,Stadion,Estádio,,Stadionul,Стадион,,Ishall,Stadyum
Tier Drops,TIER DROPS,,,,Pád z patra,,Etagenflennen,,Vicaj Gutoj,Tuberías,,Tasonpudotukset,Butins annexes,Szint Esés,Livelli al Contrario,ティアドロップ,,,Nivåfall,Poziom Niżej,Baixando o Nível,,Scădere de Nivel,Дело труба,,Nivå droppar,Kademe Düşüşleri
Freeway,FREEWAY,,,,Dálnice,Motorvej,Autobahn,,Aŭtovojo,Pasadizo,,Moottoritie,Autoroute,Autópálya,Autostrada,フリーウェイ,,Snelweg,Motorvei,Ekspresówka,Autoestrada,,Autostrada,Автострада,,Motorväg,Otoyol
,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's Impossible,IT'S IMPOSSIBLE,,,,Je to nemožné,Det er umuligt,Es ist unmöglich,,Maleblas,Es Imposible,,Mahdotonta,Impossible,Ez Lehetetlen,È Impossibile,不可能だ,,Het is onmogelijk,Det er umulig,To Niemożliwe,Impossível,,E Imposibil,Невыполнимая миссия,,Det är omöjligt,Bu İmkansız
Duke-Burger,DUKE-BURGER,,,,,,Duke-Burger,,Duke-Burgerejo,Burger Duke,,,,,,DUKEバーガー,,Duke-Burger,,,Duke-Burguer,,,Бургер Дюк,,,
Shop-N-Bag,SHOP-N-BAG,,,,Supermarket,,Einkaufen Und Eintüten,,Butikumu-K-Ŝtelu,Bolsa de La Compra,,Osta ja kosta,,Vedd-és-Vidd,Compra e Borsa,ショップNバッグ,,Shop-N-Bag,,Czas na Zakupy,Pague-e-Leve,,Supermarket,Супермаркет,,,Shop-N-Bag
Babe Land,BABE LAND,,,,Buchtokraj,,,,Ravulino-Lando,Nenaslandia,,Beibimaa,,Maca Mező,Terra Delle Pupe,ベイブ・ランド,,Babe Land,,Kraina Lasek,Gatalândia,,Tărâmul Gagicilor,Парк развлечений,,,Bebek Diyarı
Pigsty,PIGSTY,,,,Prasečín,Svinesti,Saustall,,Porkejo,Porqueriza,,Sikolätti,Porcherie,Disznóól,Porcile,豚小屋,,Varkensstal,Svinesti,Chlewnia,Chiqueiro,,Cocina de Porci,Свинарник,,,Domuz ahırı
Going Postal,GOING POSTAL,,,,Jde se vraždit,Total vanvid,Völlig durchgedreht,,Fariĝante Freneza,Oficina de Correos,,Tikittävä kirjeaikapommi,Complètement Timbré,Megtébolyulás,Prendere la posta,無差別殺人,,Going Postal,Gå på post,Piekło Pocztowe,Pelo Correio,,Scrisoare pentru Tine,Вам письмо,,Att gå i postväg,Postaya Vermek
XXX-Stacy,XXX-STACY,,,,,,,,,,,,,,,XXXステイシー,,XXX-Stacy,,,,,,XXX-Стейси,,,
Critical Mass,CRITICAL MASS,,,,Kritická hmotnost,Kritisk masse,Kritische Masse,,Sojla Maso,Masa Crítica,,Kriittinen massa,Masse Critique,Kritikus Tömeg,Massa Critica,臨界質量,,Kritische massa,Kritisk masse,Masa Krytyczna,Massa Crítica,,Masa Critică,Критическая масса,,Kritisk massa,Kritik Kütle
Derelict,DERELICT,,,,Derelikt,Vraget,Wrack,,Ŝippereo,Barco Abandonado,,Hylky,En Ruines,Elhagyott Hajó,Derelitto,遺棄物,,Verlaten,Forlatt,Wrak,Desabrigado,,Epava,Покинутое судно,,Förfallna,Sahipsiz
The Queen,THE QUEEN,,,,Královna,Dronningen,Die Königin,,La Reĝino,La Reina,,Kuningatar,La Reine,A Királynő,La Regina,ザ・クィーン,,De Koningin,Dronningen,Królowa,A Rainha,,Regina,Королева,,Drottningen,Kraliçe
Area 51,AREA 51,,,,Oblast 51,,Area 51,,Areo 51,Área 51,,Alue 51,Zone 51,51-es Körzet,,エリア51,,Area 51,Area 51,Strefa 51,Área 51,,Zona 51,Зона 51,,,51. Bölge
,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Times,#E5L1,,,,Dobrý časy,Store tider,Hochgefühl,,Altfojoj,Un Bong Momento,,Korkeat ajat,Le Bong Moment,Fűre tépni szabad,Un Pò di Sballo,ハイ・タイムズ,,Hoge Tijden,Høye tider,Na Haju,Altas Horas,,E Timpul,Кайфовое время,,Högtidliga tider,Harika Zamanlar
Red Ruckus,#E5L2,,,,Rudý rozruch,Rødt brag,Roter Krawall,,Ruĝa Tumulto,Jaleo Rojo,,Punainen hälinä,Boucan Sanglant,Ruszki Ricsaj,Rissa Rossa,赤い騒動,,Rood Vuur,Rød rabalder,Czerwony Jazgot,Baderna Vermelha,,Confuzie Sângeroasă,Кровавый кавардак,,Röd ruckus,Kırmızı Patırtı
Bloody Hell,#E5L3,,,,K čertu,Blodigt helvede,Zur Hölle,,Sanga Infero,Infierno Sangriento,,Hurmehorna,Bon Sang,Angol Őrület,Inferno di Sangue,なんてこった,,Bloedige hel,Blodig helvete,Kurczę Blaszka,Que Inferno,,Lumea Interlopă,В сердце преисподней,,Blodigt helvete,Kanlı Cehennem
Mirage Barrage,#E5L4,,,,Fata záplava,,Trügerischer Prügelhagel,,Miraĝa Batado,Descarga Milagrosa,,Kangastuskangistus,Barrage Mirage,Megtévesztő Zárótűz,Sbarramento Miraggio,ミラージュ・バラージ,,Mirage Barrage,Fata Morgana,Fatamorgana,Barragem de Miragem,,Baraj Miraj,Опасный мираж,,,Mirage Barajı
Tour De Nukem,#E5L5,,,,,,Tour De Nukem,,Vojaĝo de Nukem,Tour de Nukem,,,,,Tour de Nukem,ツール・ド・NUKEM,,,,,Tour de Nukem,,Tur de Nukem,Нюкем-турне,,,
Golden Carnage,#E5L6,,,,Zlatý amok,Gyldent blodbad,Goldene Verwüstung,,Ora Buĉado,Matanza en el Puente,,Kultainen verilöyly,Carnage En Or,Vágóhíd a Hídon,Carneficina d'oro,黄金の大虐殺,,Gouden Carnage,Gyllent blodbad,Rzeź na Moście,Massacre Dourado,,Masacrul de Aur,Золотая бойня,,Gyllene blodbad,Altın Katliamı
Hollywood Inferno,#E5L7,,,,Hollywoodské inferno,,Hollywood-Inferno,,Brulego de Holivudo,Infierno Hollywoodiense,,Hollywood-inferno,Enfer à Hollywood,Hollywood Infernó,Inferno a Hollywood,ハリウッド・インフェルノ,,,,Piekło w Hollywood,Inferno em Hollywood,,Infern la Hollywood,Голливудские ужасы,,,Hollywood Cehennemi
Prima Arena,#E5L8,,,,Velká aréna,,Superarena,,Supera Areno,Primera Arena,,Priima-areena,,,,プリマ・アリーナ,,,,Koloseum,,,Arena Prima,Прима Арена,,,Prima Arena
,,Duke Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,
Vacation Dukematch,VACATION DUKEMATCH,,,,Dovolenkový Dukematch,Ferie Dukematch,Urlaubs-Deathmatch,,,Dukematch Vacacional,,Lomadukematsi,Dukematch Vacances,Vakációs Dukematch,Dukematch per le vacanze,,,Vakantie Dukematch,Ferie Dukematch,Wakacyjny Dukematch,Dukematch de Férias,,Dukematch în Vacanță,Отпуск в Дюкматче,,Semester Dukematch,Tatil Dukematch
Life's A Beach,LIFE'S A BEACH,,,,Život je pláž,Livet er en strand,Das Leben ist ein Strand,,,La Vida es una Playa,,Elämä on rantaa,,Pancsoló Nagylány,La vita è una spiaggia,,,Het leven is een strand,Livet er en strand,Rajskie Życie,A Vida é uma Praia,,Viața e o Plajă,Жизнь - это пляж,,Livet är en strand,Hayat Bir Plajdır
Low Tide,LOW TIDE,,,,Odliv,Lavvande,Ebbe,,,Marea Baja,,Matala vuorovesi,Marée Basse,Apály,Bassa marea,,,Laag tij,Lavvann,Przypływ,Marolinha,,Reflux Slab,Отлив,,Lågvatten,Alçak Gelgit
